Linux 6.6.23 (eternity8) 	2025년 05월 29일 	_x86_64_	(40 CPU)

14시 40분 53초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 27초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 27초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 27초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 28초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 28초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 28초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 28초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 29초     all      0.00      0.00      0.05      0.00      0.00     99.95
14시 42분 29초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      12      0.00      0.00      1.96      0.00      0.00     98.04
14시 42분 29초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      15      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 29초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      29      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 29초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 29초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 29초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 30초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 30초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 30초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 30초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 31초     all      0.03      0.00      0.05      0.00      0.00     99.92
14시 42분 31초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      12      0.00      0.00      1.96      0.00      0.00     98.04
14시 42분 31초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      29      0.99      0.00      0.00      0.00      0.00     99.01
14시 42분 31초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 31초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 31초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 32초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 42분 32초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      12      0.00      0.00      1.00      0.00      0.00     99.00
14시 42분 32초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      15      0.99      0.00      0.00      0.00      0.00     99.01
14시 42분 32초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 32초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 32초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 33초     all      0.00      0.00      0.07      0.00      0.00     99.93
14시 42분 33초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      12      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 33초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      19      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 33초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      29      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 33초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 33초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 33초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 34초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 34초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      15      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 34초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 34초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 34초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 35초     all      0.00      0.00      0.07      0.00      0.00     99.93
14시 42분 35초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      12      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 35초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      25      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 35초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      30      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 35초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 35초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 35초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 36초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 42분 36초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      12      0.00      0.00      1.00      0.00      0.00     99.00
14시 42분 36초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      29      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 36초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 36초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 36초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 37초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 42분 37초       0      0.00      0.00      0.00      0.00      0.00    100.00
